store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
JCPenney (Seminole Towne Center),"Seminole Towne Center, Sanford, FL (address not specified)",Closing,"May 24, 2026",will close up shop for good on May 24,"JCPenney confirmed the closure of its Seminole Towne Center location in Sanford, Florida, with the final day of business on May 24, 2026. The 122,000-square-foot anchor store first opened in 1995 and is one of the last remaining stores in the mall, which was sold for $7 million in December and is undergoing a major transformation.",https://www.the-sun.com/money/16358566/shoppers-final-chance-jcpenney-store-closure/,2026-05-14 08:19:47,newsbatch_18_output,2026-05-15
Costa Coffee (Cineworld Basildon – Festival Leisure Park),"Festival Leisure Park, Basildon, Essex, UK (address not specified)",Opening,Summer 2026 (most by end of 2026),set to open this summer; most expected to be operating by the end of 2026,"Costa Coffee is opening an eleventh branch in the Basildon borough at the Cineworld cinema in Festival Leisure Park, as part of a wider 26-location UK partnership with Cineworld. Costa Coffee will replace Starbucks at these sites, and the first locations are set to open this summer with most expected by end of 2026.",https://www.echo-news.co.uk/news/26105334.costa-coffee-open-eleventh-basildon-branch-cineworld/,2026-05-14 08:10:00,newsbatch_18_output,2026-05-15
Costa Coffee (Cineworld Braintree Freeport),"Braintree Freeport, Braintree, Essex, UK (address not specified)",Opening,Summer 2026 (most by end of 2026),set to open this summer; most expected to be operating by the end of 2026,"Costa Coffee is also opening at Cineworld Braintree Freeport as part of the same 26-location UK partnership. Costa Coffee will replace Starbucks at these sites, and the first locations are set to open this summer with most expected by end of 2026.",https://www.echo-news.co.uk/news/26105334.costa-coffee-open-eleventh-basildon-branch-cineworld/,2026-05-14 08:10:00,newsbatch_18_output,2026-05-15
"Dutch Bros (Melrose Park, IL)","1931 N. Mannheim Road, Melrose Park, IL (zip not specified)",Opening,"May 14, 2026","opening Thursday, May 14","Dutch Bros is opening its Chicago suburbs debut cafe at 1931 N. Mannheim Road in Melrose Park on Thursday, May 14, operating 5 a.m.–10 p.m. Sunday through Thursday and 5 a.m.–11 p.m. Friday and Saturday. Customers will receive a free keychain with any drink purchase on opening day while supplies last.",https://www.aledotimesrecord.com/story/news/local/2026/05/14/dutch-bros-opening-in-melrose-park-chicagoland-upcoming-illinois-locations-2026/90064225007/,2026-05-14 08:06:00,newsbatch_18_output,2026-05-15
"Dutch Bros (Rockford, IL)","7103 E. State St., Rockford, IL (zip not specified)",Opening,Summer 2026,coming soon,"Dutch Bros announced plans to open a cafe in Rockford, IL, listed as ""coming soon"" to 7103 E. State St. on its website, with an expected summer 2026 opening.",https://www.aledotimesrecord.com/story/news/local/2026/05/14/dutch-bros-opening-in-melrose-park-chicagoland-upcoming-illinois-locations-2026/90064225007/,2026-05-14 08:06:00,newsbatch_18_output,2026-05-15
"Dutch Bros (New Lenox, IL)","550 W. Maple St., New Lenox, IL (zip not specified)",Opening,Summer 2026,slated to open this summer,"Dutch Bros announced plans to open a cafe in New Lenox, IL at 550 W. Maple St., slated for summer 2026, with job listings currently posted.",https://www.aledotimesrecord.com/story/news/local/2026/05/14/dutch-bros-opening-in-melrose-park-chicagoland-upcoming-illinois-locations-2026/90064225007/,2026-05-14 08:06:00,newsbatch_18_output,2026-05-15
"Dutch Bros (Buffalo Grove, IL)","80 McHenry Road, Buffalo Grove, IL (zip not specified)",Opening,Summer 2026,slated to open this summer,"Dutch Bros announced plans to open a cafe in Buffalo Grove, IL at 80 McHenry Road, slated for summer 2026, with job listings currently posted.",https://www.aledotimesrecord.com/story/news/local/2026/05/14/dutch-bros-opening-in-melrose-park-chicagoland-upcoming-illinois-locations-2026/90064225007/,2026-05-14 08:06:00,newsbatch_18_output,2026-05-15
"Dutch Bros (Oak Park, IL)","316 Madison St., Oak Park, IL (zip not specified)",Opening,Not specified,in the very early stages,"Dutch Bros is in the process of opening a location in Oak Park, IL at 316 Madison St., with village plans approved in October 2025; the chain confirmed it is still ""in the very early stages.""",https://www.aledotimesrecord.com/story/news/local/2026/05/14/dutch-bros-opening-in-melrose-park-chicagoland-upcoming-illinois-locations-2026/90064225007/,2026-05-14 08:06:00,newsbatch_18_output,2026-05-15
Habitat for Humanity ReStore (Cheboygan),"Cheboygan, MI (address not specified)",Closing,"May 30, 2026",will close May 30; no longer accepting donations,"The Habitat for Humanity ReStore in Cheboygan, MI will permanently close on May 30, 2026, and is no longer accepting donations. The store opened about 20 years ago under Northwest Michigan Habitat for Humanity and is closing due to inability to turn a profit amid rising competition, fluctuating seasonal demand, and high employee turnover.",https://www.aol.com/news/habitat-humanity-restore-locations-closing-080140222.html,2026-05-14 08:01:40,newsbatch_18_output,2026-05-15
Habitat for Humanity ReStore (Petoskey),"1840 M-119, Petoskey, MI (zip not specified)",Closing,"June 27, 2026",will close June 27; not accepting donations after May 30,"The Habitat for Humanity ReStore in Petoskey, MI at 1840 M-119 will permanently close on June 27, 2026, and will stop accepting donations after May 30. The store opened about 20 years ago and is closing due to the same financial pressures cited for the Cheboygan location.",https://www.aol.com/news/habitat-humanity-restore-locations-closing-080140222.html,2026-05-14 08:01:40,newsbatch_18_output,2026-05-15
Countryside Market (7th location),"Calloway and Brimhall roads, west Bakersfield, CA (address not specified)",Opening,Not specified,opening in former Rite Aid location,"Countryside Market is opening its seventh location in a former Rite Aid pharmacy at Calloway and Brimhall roads in west Bakersfield, which will be its largest store at 16,000 square feet and first in a non-new-construction building. The interior will include leasable space for third-party tenants alongside a fueling station, butcher shop, and delicatessen concept. The building's exterior will undergo a complete transformation.",https://www.kget.com/news/local-news/boutique-minded-countryside-to-open-7th-market-at-former-rite-aid-at-calloway-and-brimhall/amp/,2026-05-14 06:56:25,newsbatch_18_output,2026-05-15
H-E-B (North Texas),"North Texas, TX (address not specified)",Opening,Not specified,plans new $22.8M store,MSN page returned no article content. Title indicates H-E-B plans a new $22.8M store as part of its continued North Texas expansion. No further details available.,https://www.msn.com/en-us/news/us/h-e-b-plans-new-22-8m-store-on-its-continued-north-texas-takeover/ar-AA22PGF6,2026-05-14 06:27:38,newsbatch_18_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,MSN page returned no article content. Title references Little Red Barn and Barn Door closing confusion — no extractable business opening or closure details available.,http://www.msn.com/en-us/news/us/little-red-barn-still-sizzling-amid-barn-door-closing-confusion/ar-AA232Fxd,2026-05-14 05:40:18,newsbatch_18_output,2026-05-15
"Grocery Outlet (North Beach, San Francisco)","North Beach, San Francisco, CA (address not specified)",Opening,Not specified,long-awaited opening date now known,MSN page returned no article content. Title indicates SF's long-awaited North Beach Grocery Outlet has a confirmed opening date. No further details available.,https://www.msn.com/en-us/money/other/we-finally-know-when-sf-s-long-awaited-north-beach-grocery-outlet-is-opening/ar-AA238YtT,2026-05-14 05:24:45,newsbatch_18_output,2026-05-15
Snappy Burger (North Las Vegas),"West Cheyenne Avenue and Allen Lane, North Las Vegas, NV 89032",Opening,Before summer 2026 (anticipated),anticipated to open before this summer,"Snappy Burger is planning to open a new location in North Las Vegas at West Cheyenne Avenue and Allen Lane, per a North Las Vegas Planning Commission Meeting agenda showing a submitted development plan for a fast-food restaurant with a drive-in theater. No opening date has been confirmed, but the new location is anticipated to open before summer 2026.",https://whatnow.com/las-vegas/restaurants/snappy-burger-to-open-another-location-in-the-valley/,2026-05-14 04:24:19,newsbatch_18_output,2026-05-15
"IKEA (Madison, WI)","Madison, WI (address not specified)",Opening,Not specified,set to open second Wisconsin store,Article page returned only a title line with no body content. Title indicates IKEA is set to open a second Wisconsin store in Madison. No further details available.,https://www.furninfo.com/furniture-industry-news/26005,2026-05-14 04:03:09,newsbatch_18_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,MSN page returned no article content. Title indicates a confirmed opening date for the first Buc-ee's in an unnamed state. No extractable details available.,https://www.msn.com/en-us/travel/news/opening-date-confirmed-for-first-buc-ee-s-location-in-the-state/ar-AA237JII,2026-05-14 04:01:17,newsbatch_18_output,2026-05-15
Climb Nittany,"328 Discovery Drive, Boalsburg, PA (zip not specified)",Closing,"May 31, 2026",closing May 31,Article could not be fetched (403 error). Title indicates Climb Nittany is closing May 31 amid rising occupancy costs. This is duplicate coverage of Article 121 from a prior batch.,https://www.statecollege.com/centre-county-gazette/climb-nittany-to-close-may-31-amid-rising-occupancy-costs/,2026-05-14 04:00:00,newsbatch_18_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article is about LinkedIn employee layoffs — no retail or restaurant opening or closure event.,https://www.news9live.com/technology/tech-news/linkedin-job-cuts-daniel-shapero-ceo-microsoft-global-layoffs-2026-2971132/amp,2026-05-14 03:58:25,newsbatch_18_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,MSN page returned no article content. Title indicates a national discount grocer's new Bradenton store is celebrating its opening. No extractable details available.,https://www.msn.com/en-us/money/other/national-discount-grocer-s-new-bradenton-store-celebrates-opening/ar-AA21zuAb,2026-05-14 03:43:53,newsbatch_18_output,2026-05-15
Hot Bread Kitchen,"Damodar Arts Village, Pacific Harbour, Fiji (address not specified)",Opening,Not specified,opened first 24-hour branch,"Hot Bread Kitchen Fiji opened its first 24-hour branch at Damodar Arts Village in Pacific Harbour, employing 18 staff members who previously worked at branches in Navua, Lami, and RB Harbour Point. The opening provides employment opportunities for residents in the Pacific Harbour and Serua areas.",https://www.fijivillage.com/business/hot-bread-kitchen-opens-24-hour-branch-in-pacific-harbour-8af1b9/,2026-05-14 03:31:42,newsbatch_18_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article is about Trump-Xi diplomatic talks in Beijing — no retail or restaurant opening or closure event.,https://m.economictimes.com/news/international/world-news/xi-meets-trump-in-beijing-as-leaders-open-high-stakes-talks-amid-trade-iran-tensions/amp_articleshow/131080441.cms,2026-05-14 02:14:00,newsbatch_18_output,2026-05-15
Mendocino Farms (Phoenix – Arcadia),"Near 44th Street and Indian School Road, Phoenix, AZ (exact address not yet announced)",Opening,Summer 2026,set to open this summer; exact address or opening date not yet announced,"Mendocino Farms is preparing to open a third Valley location near 44th Street and Indian School Road in Phoenix's Arcadia neighborhood this summer, with no exact address or date announced. The California-based fast-casual chain first entered Arizona with a Scottsdale location and is also opening a second Scottsdale location on June 2.",https://whatnow.com/phoenix/restaurants/mendocino-farms-to-open-first-phoenix-location-this-summer/,2026-05-14 01:23:39,newsbatch_18_output,2026-05-15
Mendocino Farms (Scottsdale Promenade),"16203 N. Scottsdale Rd., Ste 100, Scottsdale, AZ (zip not specified)",Opening,"June 2, 2026",set to open June 2,"Mendocino Farms is opening its second Scottsdale location at Scottsdale Promenade, 16203 N. Scottsdale Rd., Ste 100, on June 2, 2026. This is part of the brand's continued expansion in the Phoenix metro area.",https://whatnow.com/phoenix/restaurants/mendocino-farms-to-open-first-phoenix-location-this-summer/,2026-05-14 01:23:39,newsbatch_18_output,2026-05-15
Drake's Place,"324 West Southern Avenue, South Williamsport, PA (zip not specified)",Opening,"May 20, 2026",grand opening set for May 20,"Drake's Place is opening at 324 West Southern Avenue in South Williamsport, in the former South Side Restaurant, Pizzeria, and Tavern space, with a grand opening on May 20. Starting hours will be Wednesday through Sunday, 6 a.m. to 3 p.m., with plans to expand to seven days a week and eventually add a full coffee bar and broader menu.",https://www.northcentralpa.com/business/drakes-place-opening-soon-in-south-williamsport/article_fcc42449-5171-4f55-b510-b1de9812638d.html,2026-05-14 01:00:00,newsbatch_18_output,2026-05-15
